05;7;62;004;A9920;0;Aechternkamp
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;B0050;0;Am Alten Postweg
05;7;62;004;A9876;0;Am Altenheerser Wege
05;7;62;004;A9473;0;Am Alterbusch
05;7;62;004;A9954;0;Am Birnbaume
05;7;62;004;B0055;0;Am Bischofswasser
05;7;62;004;A9598;0;Am Bohlberg
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B1500;0;Am Bohlen
05;7;62;004;B2405;0;Am Bollberg
05;7;62;004;B1505;0;Am Breitekamp
05;7;62;004;B1505;0;Am Breitekamp
05;7;62;004;B1505;0;Am Breitekamp
05;7;62;004;B1505;0;Am Breitekamp
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1900;0;Am Breitenbach
05;7;62;004;B1510;0;Am Buchholz
05;7;62;004;B1510;0;Am Buchholz
05;7;62;004;B1510;0;Am Buchholz
05;7;62;004;B1510;0;Am Buchholz
05;7;62;004;B1510;0;Am Buchholz
05;7;62;004;B1515;0;Am Dornberg
05;7;62;004;A9842;0;Am Drudengrund
05;7;62;004;A9842;0;Am Drudengrund
05;7;62;004;A9280;0;Am D¸senberge
05;7;62;004;A9955;0;Am Eckernberg
05;7;62;004;A9788;0;Am Erwinschen Platz
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B3010;0;Am Feuerteich
05;7;62;004;B2800;0;Am Friedhof
05;7;62;004;A9282;0;Am Garthausen
05;7;62;004;A9282;0;Am Garthausen
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B0058;0;Am Habichtshof
05;7;62;004;B2810;0;Am Heiligenteich
05;7;62;004;B2810;0;Am Heiligenteich
05;7;62;004;B2810;0;Am Heiligenteich
05;7;62;004;B2810;0;Am Heiligenteich
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B0060;0;Am Hellweg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2410;0;Am Hoppenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;B2421;0;Am Kahlenberg
05;7;62;004;A9596;0;Am Kattenborn
05;7;62;004;A9596;0;Am Kattenborn
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B1290;0;Am Kerlsberg
05;7;62;004;B0068;0;Am Kesselbach
05;7;62;004;B0068;0;Am Kesselbach
05;7;62;004;B0068;0;Am Kesselbach
05;7;62;004;B0068;0;Am Kesselbach
05;7;62;004;B0070;0;Am Kloster
05;7;62;004;B0070;0;Am Kloster
05;7;62;004;B0070;0;Am Kloster
05;7;62;004;B0070;0;Am Kloster
05;7;62;004;B0070;0;Am Kloster
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0071;0;Am Kn¸ll
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;B0080;0;Am Kuhbaum
05;7;62;004;A9594;0;Am K¸nikenberge
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2430;0;Am Langenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B2010;0;Am Lˆwenberg
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B0081;0;Am Moorteich
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B2440;0;Am Netheborn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;B1520;0;Am Niederhahn
05;7;62;004;A9291;0;Am Quickstert
05;7;62;004;A9291;0;Am Quickstert
05;7;62;004;A9590;0;Am Radbaum
05;7;62;004;A9590;0;Am Radbaum
05;7;62;004;B0083;0;Am Rathausplatz
05;7;62;004;B0083;0;Am Rathausplatz
05;7;62;004;B0083;0;Am Rathausplatz
05;7;62;004;B0083;0;Am Rathausplatz
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B1300;0;Am Rautebach
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B0085;0;Am Ringelsberg
05;7;62;004;B2815;0;Am Schloﬂ
05;7;62;004;B2815;0;Am Schloﬂ
05;7;62;004;B2815;0;Am Schloﬂ
05;7;62;004;B2815;0;Am Schloﬂ
05;7;62;004;B2815;0;Am Schloﬂ
05;7;62;004;A9294;0;Am Schweinsberge
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;B0087;0;Am Siedlerplatz
05;7;62;004;A9296;0;Am Steinbruche
05;7;62;004;A9296;0;Am Steinbruche
05;7;62;004;A9296;0;Am Steinbruche
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2020;0;Am Stellbrink
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;B2820;0;Am Stuben
05;7;62;004;A9875;0;Am St¸rmberg
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B1920;0;Am Thetkamp
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;B0090;0;Am Wiesenrand
05;7;62;004;A9300;0;Am Ziegenkn¸ll
05;7;62;004;A9299;0;Am weiﬂen Born
05;7;62;004;A9299;0;Am weiﬂen Born
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B2022;0;Am ‹ckern
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;B0100;0;An den Fischteichen
05;7;62;004;A9586;0;An der B¸hre
05;7;62;004;A9586;0;An der B¸hre
05;7;62;004;A9302;0;An der Eisenbahn
05;7;62;004;A9466;0;An der Kattenweihe
